iter	PRAUC	Logloss
885	0.2106969162	0.3107164747
886	0.2107168081	0.3107141297
887	0.2107246179	0.3107110181
888	0.210743527	0.3107093185
889	0.210774228	0.3107061499
890	0.2108007041	0.3107031479
891	0.210816552	0.3107013776
892	0.2108302011	0.3106994687
893	0.2108553398	0.3106953019
894	0.2108841029	0.3106913726
895	0.2109059298	0.3106882859
896	0.2109282697	0.3106844887
897	0.210955979	0.3106809246
898	0.21098027	0.3106773025
899	0.2110180431	0.3106743498
900	0.2110500764	0.3106720839
901	0.2110681345	0.3106701588
902	0.2110836599	0.3106659477
903	0.2111159677	0.3106618543
904	0.2111452718	0.3106575897
905	0.2111722094	0.3106543616
906	0.2112096691	0.3106505484
907	0.2112271413	0.3106485413
908	0.2112636836	0.3106453228
909	0.2113049544	0.3106412335
910	0.2113321844	0.3106383035
911	0.2113504687	0.3106335561
912	0.2113645401	0.3106314466
913	0.2113946548	0.310628678
914	0.2114259286	0.3106257334
915	0.2114396354	0.3106221104
916	0.2114669379	0.3106179246
917	0.2115009273	0.3106137088
918	0.2115245315	0.3106106728
919	0.2115403505	0.3106085462
920	0.2115499424	0.310605752
921	0.2115617119	0.3106036868
922	0.211585198	0.3106001959
923	0.2115999708	0.3105983777
924	0.2116207264	0.3105942038
925	0.2116299834	0.3105930252
926	0.2116647503	0.3105884662
927	0.2117052732	0.3105852772
928	0.2117113574	0.3105820401
929	0.2117300372	0.3105792207
930	0.211761953	0.3105761237
931	0.2117915182	0.3105719409
932	0.2118141545	0.3105697193
933	0.211830816	0.3105661254
934	0.2118504129	0.3105635864
935	0.2118751298	0.3105599371
936	0.2119095492	0.3105558404
937	0.2119417214	0.3105515983
938	0.2119668684	0.3105488757
939	0.2119842951	0.3105463846
940	0.2120171766	0.3105431344
941	0.2120398401	0.3105398405
942	0.2120642677	0.3105365703
943	0.2120992165	0.3105332299
944	0.2121190979	0.3105294878
945	0.2121302138	0.3105281056
946	0.2121545941	0.3105247018
947	0.2121849872	0.3105217702
948	0.2122113084	0.3105182794
949	0.2122305611	0.3105158624
950	0.212250296	0.310509937
951	0.2122669498	0.3105067759
952	0.2122819535	0.3105031353
953	0.212304879	0.3105002832
954	0.2123301337	0.310496949
955	0.2123519042	0.3104935327
956	0.2123798196	0.3104902509
957	0.2124148888	0.310486251
958	0.2124300557	0.3104832654
959	0.2124595062	0.3104801644
960	0.212489463	0.3104772459
961	0.2125114686	0.310474965
962	0.2125380781	0.3104718088
963	0.2125632787	0.3104695403
964	0.2125793888	0.3104667944
965	0.2126040354	0.3104623369
966	0.212620393	0.3104591503
967	0.2126465237	0.3104566933
968	0.2126745902	0.3104538107
969	0.2127045236	0.3104499382
970	0.2127318028	0.3104458497
971	0.2127538361	0.3104431335
972	0.2127823061	0.3104398537
973	0.2128010011	0.3104350832
974	0.212821008	0.3104299537
975	0.212848308	0.3104262968
976	0.2128795865	0.3104235067
977	0.2129021693	0.3104211329
978	0.2129227043	0.3104172856
979	0.2129452787	0.3104145373
980	0.2129686283	0.3104120811
981	0.2129954851	0.3104097984
982	0.2130193284	0.3104057318
983	0.2130572399	0.3104010456
984	0.2130808852	0.3103977327
985	0.2131244217	0.3103945876
986	0.2131439561	0.3103905064
987	0.2131671511	0.3103880104
988	0.2131958528	0.3103835147
989	0.2132175099	0.3103809815
990	0.2132401624	0.3103783785
991	0.2132490212	0.310374278
992	0.2132668692	0.3103707814
993	0.2132882713	0.3103669283
994	0.2133153478	0.3103642808
995	0.2133307261	0.3103604829
996	0.2133561164	0.3103580489
997	0.2133863396	0.310354706
998	0.2134053382	0.3103506299
999	0.2134226006	0.3103487525
